"Sample name","Compound_on_Chip_","ID","group","value"
"JR-st","Pazopanib","EPHA4_589_601","NR",-0.052440941
"NUGC-4","Pazopanib","JAK1_1015_1027","NR",-0.264159441
"HSC-39","Pazopanib","KSYK_518_530","R",-0.475904405
"MKN74","Pazopanib","PGFRB_709_721","NR",-0.343613744
"HSC-40A","Pazopanib","C1R_199_211","R",-0.143450379
"HSC-40A","Pazopanib","PTN11_539_551","R",-0.413826108
"KATO III","Pazopanib","PGFRB_1002_1014","R",-0.563109517
"HSC-44PE","Pazopanib","EGFR_1165_1177","NR",-0.11024189
"HSC-40A","Pazopanib","DYR1A_212_224","R",-0.373513579
"MKN45","Pazopanib","CDK7_157_169","NR",0.021748384
"HSC-59","Pazopanib","ODBA_340_352","NR",-0.406572819
"MKN28","Pazopanib","CTNB1_79_91","NR",-0.299361318
"NUGC-4","Pazopanib","EPHA7_607_619","NR",-0.48439455
"OKAJIMA","Pazopanib","PGFRB_768_780","NR",-0.09379784
"HSC-44PE","Pazopanib","LAT_249_261","NR",-0.358498096
"IM95","Pazopanib","FGFR2_762_774","NR",-0.418005943
"MKN28","Pazopanib","CD79A_181_193","NR",-0.334811062
"OKAJIMA","Pazopanib","ERBB4_1181_1193","NR",0.133105516
"NCI-N87","Pazopanib","EFS_246_258","NR",-0.506292641
"HSC-40A","Pazopanib","ZBT16_621_633","R",-0.263072431
"HSC-59","Pazopanib","MK12_178_190","NR",0.109034777
"NUGC-4","Pazopanib","TYRO3_679_691","NR",-0.272340417
"MKN28","Pazopanib","RET_1022_1034","NR",-0.221494839
"HSC-40A","Pazopanib","FGFR3_753_765","R",-0.389368773
"MKN1","Pazopanib","MBP_263_275","NR",0.260918736
"MKN74","Pazopanib","EPHA7_607_619","NR",-0.469134092
"58As1","Pazopanib","MBP_259_271","NR",-0.075731039
"HSC-58","Pazopanib","CDK7_157_169","NR",0.007029772
"58As1","Pazopanib","RON_1346_1358","NR",-0.135614872
"NCI-N87","Pazopanib","EPHA4_589_601","NR",-0.182107374
"HSC-43","Pazopanib","C1R_199_211","R",-0.184537292
"58As1","Pazopanib","PTN11_539_551","NR",-0.088415146
"OKAJIMA","Pazopanib","VGFR2_944_956","NR",0.031386852
"NUGC-3","Pazopanib","PGFRB_771_783","NR",-0.329326391
"MKN1","Pazopanib","LAT_249_261","NR",0.059608459
"IM95","Pazopanib","ENOG_37_49","NR",-1.130414009
"HSC-58","Pazopanib","MK07_211_223","NR",-0.182206869
"HSC-39","Pazopanib","LAT_249_261","R",-0.532155991
"MKN45","Pazopanib","PRRX2_202_214","NR",-0.137413025
"OKAJIMA","Pazopanib","FGFR2_762_774","NR",0.142340422
"58As1","Pazopanib","EFS_246_258","NR",-0.673913479
"HSC-45","Pazopanib","EPOR_419_431","NR",-0.422580242
"KATO III","Pazopanib","RAF1_332_344","R",-0.664812207
"44As3","Pazopanib","RON_1353_1365","NR",-0.403016448
"HSC-45","Pazopanib","EPHA4_589_601","NR",-0.255506277
"NUGC-4","Pazopanib","K2C8_425_437","NR",-0.192428708
"HSC-60","Pazopanib","MK07_211_223","NR",-0.425683618
"OKAJIMA","Pazopanib","NTRK1_489_501","NR",0.246847391
"MKN28","Pazopanib","KSYK_518_530","NR",-0.165225863
"44As3","Pazopanib","PLCG1_764_776","NR",-0.781181574
"HSC-43","Pazopanib","FAK1_569_581","R",-0.479427218
"MKN45","Pazopanib","EPHB4_583_595","NR",0.259023815
"NUGC-4","Pazopanib","MBP_263_275","NR",0.133249998
"SNU-16","Pazopanib","RB_804_816","R",-0.329055071
"SNU-16","Pazopanib","VGFR2_1168_1180","R",-0.172958255
"HSC-45","Pazopanib","CALM_95_107","NR",-0.227742195
"NCI-N87","Pazopanib","ERBB4_1277_1289","NR",-0.328095585
"NCI-N87","Pazopanib","P85A_600_612","NR",-0.466966957
"OKAJIMA","Pazopanib","K2C6B_53_65","NR",0.054371674
"HSC-60","Pazopanib","VINC_815_827","NR",-0.232483029
"44As3","Pazopanib","EPOR_419_431","NR",-0.509392977
"OCUM-1","Pazopanib","PGFRB_768_780","NR",-0.011909187
"HSC-59","Pazopanib","EPHB4_583_595","NR",-0.025554657
"JR-st","Pazopanib","FER_707_719","NR",-0.384543657
"OCUM-1","Pazopanib","ANXA2_17_29","NR",-0.097796559
"HSC-40A","Pazopanib","EPHA1_774_786","R",-0.44328475
"MKN45","Pazopanib","CD3Z_146_158","NR",0.014189939
"NCI-N87","Pazopanib","ZBT16_621_633","NR",0.249830082
"HSC-58","Pazopanib","PGFRB_572_584","NR",-0.189979076
"MKN1","Pazopanib","VGFR2_1046_1058","NR",-0.064947844
"HSC-60","Pazopanib","PAXI_24_36","NR",-0.606160402
"HSC-44PE","Pazopanib","PAXI_111_123","NR",-0.780390978
"NUGC-3","Pazopanib","TYRO3_679_691","NR",-0.267931461
"JR-st","Pazopanib","ERBB2_870_882","NR",-0.367073774
"HSC-43","Pazopanib","EGFR_1190_1202","R",-0.696898103
"HSC-40A","Pazopanib","P85A_600_612","R",-0.551098943
"NUGC-3","Pazopanib","ERBB2_1241_1253","NR",-0.417745948
"JR-st","Pazopanib","VGFR1_1040_1052","NR",0.188108504
"MKN74","Pazopanib","NTRK1_489_501","NR",0.040406108
"HSC-60","Pazopanib","VGFR1_1049_1061","NR",0.022457004
"NCI-N87","Pazopanib","RB_804_816","NR",-0.213637516
"HSC-43","Pazopanib","FES_706_718","R",-0.54502511
"KATO III","Pazopanib","PDPK1_369_381","R",-0.485252738
"IM95","Pazopanib","JAK2_563_577","NR",-0.234578133
"HSC-58","Pazopanib","MK12_178_190","NR",-0.068894625
"OCUM-1","Pazopanib","INSR_992_1004","NR",-0.423293352
"58As1","Pazopanib","VGFR1_1326_1338","NR",-0.28380537
"JR-st","Pazopanib","PP2AB_297_309","NR",-0.061285973
"OCUM-1","Pazopanib","MBP_259_271","NR",-0.111678004
"OCUM-1","Pazopanib","K2C8_425_437","NR",-0.146353245
"HSC-43","Pazopanib","VGFR2_989_1001","R",-0.622930408
"IM95","Pazopanib","ERBB2_870_882","NR",-0.238127232
"NUGC-3","Pazopanib","MBP_263_275","NR",0.108194113
"HSC-60","Pazopanib","MK10_216_228","NR",-0.578053713
"MKN45","Pazopanib","ODBA_340_352","NR",-0.233628824
"HSC-59","Pazopanib","CDK7_157_169","NR",-0.04193002
"IM95","Pazopanib","C1R_199_211","NR",-0.205782652
"HSC-59","Pazopanib","VGFR1_1049_1061","NR",0.114663422
"NUGC-4","Pazopanib","LCK_387_399","NR",-0.308543205
"44As3","Pazopanib","FER_707_719","NR",-0.622125626
"MKN1","Pazopanib","NCF1_313_325","NR",0.148118496
"MKN7","Pazopanib","NCF1_313_325","NR",-0.110131502
"JR-st","Pazopanib","B3AT_39_51","NR",-0.358486116
"HSC-43","Pazopanib","AMPE_5_17","R",-0.293603361
"HSC-39","Pazopanib","PGFRB_771_783","R",-0.007226944
"HSC-44PE","Pazopanib","SRC8_CHICK_470_482","NR",0.015401423
"HSC-39","Pazopanib","EPHA7_607_619","R",-0.378308058
"MKN45","Pazopanib","VGFR2_1168_1180","NR",-0.074169874
"HSC-60","Pazopanib","VGFR1_1040_1052","NR",-0.255833209
"HSC-45","Pazopanib","ENOG_37_49","NR",-0.922814846
"HSC-44PE","Pazopanib","CDK2_8_20","NR",-0.312975645
"OCUM-1","Pazopanib","EPHB1_771_783","NR",-0.484796762
"58As1","Pazopanib","CDK7_157_169","NR",0.149392128
"OKAJIMA","Pazopanib","FGFR3_753_765","NR",0.093673624
"SNU-16","Pazopanib","LAT_249_261","R",-0.241818547
"JR-st","Pazopanib","FGFR3_753_765","NR",-0.379336357
"KATO III","Pazopanib","VGFR1_1162_1174","R",-0.423395753
"OCUM-1","Pazopanib","JAK2_563_577","NR",-0.231736541
"JR-st","Pazopanib","MK01_180_192","NR",-0.085305333
"44As3","Pazopanib","NTRK2_696_708","NR",-0.203227878
"HSC-45","Pazopanib","ACHD_383_395","NR",-0.082497358
"MKN45","Pazopanib","DDR1_506_518","NR",0.341658026
"HSC-45","Pazopanib","CBL_693_705","NR",-0.356199741
"NUGC-3","Pazopanib","PTN11_539_551","NR",0.166155577
"NCI-N87","Pazopanib","PRGR_786_798","NR",-0.031974275
"HSC-59","Pazopanib","ENOG_37_49","NR",-0.560510397
"HSC-44PE","Pazopanib","RAF1_332_344","NR",-0.367934823
"KATO III","Pazopanib","INSR_992_1004","R",-0.489065647
"OKAJIMA","Pazopanib","EPHB1_771_783","NR",-0.087721743
"44As3","Pazopanib","LAT_194_206","NR",-0.378544688
"44As3","Pazopanib","MBP_263_275","NR",0.073078632
"HSC-45","Pazopanib","MBP_259_271","NR",-0.125447989
"MKN45","Pazopanib","MK12_178_190","NR",-0.139951542
"HSC-44PE","Pazopanib","DYR1A_312_324","NR",-0.077533126
"NUGC-3","Pazopanib","EPHA1_774_786","NR",-0.533286333
"MKN28","Pazopanib","EGFR_1103_1115","NR",-0.276167065
"HSC-43","Pazopanib","MBP_259_271","R",0.017014623
"MKN45","Pazopanib","P85A_600_612","NR",-0.499970764
"OCUM-1","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.500771999
"JR-st","Pazopanib","AMPE_5_17","NR",-0.002441287
"HSC-60","Pazopanib","EGFR_1103_1115","NR",-0.372559786
"MKN7","Pazopanib","FGFR2_762_774","NR",-0.056901336
"HSC-60","Pazopanib","41_654_666","NR",-0.440314293
"HSC-58","Pazopanib","MBP_263_275","NR",-0.172117233
"IM95","Pazopanib","P85A_600_612","NR",-0.538086891
"IM95","Pazopanib","PGFRB_572_584","NR",-0.873774052
"NUGC-4","Pazopanib","NTRK2_696_708","NR",-0.197321415
"HSC-45","Pazopanib","LCK_387_399","NR",-0.618727922
"NUGC-3","Pazopanib","RET_1022_1034","NR",-0.53236866
"JR-st","Pazopanib","JAK1_1015_1027","NR",-0.142079949
"HSC-43","Pazopanib","PGFRB_572_584","R",-0.704285145
"44As3","Pazopanib","CDK7_157_169","NR",0.079673767
"NCI-N87","Pazopanib","ENOG_37_49","NR",-0.49956274
"MKN74","Pazopanib","41_654_666","NR",-0.358608127
"HSC-45","Pazopanib","VGFR1_1326_1338","NR",-0.405967236
"NUGC-4","Pazopanib","RB_804_816","NR",-0.331268787
"HSC-43","Pazopanib","ERBB4_1277_1289","R",-0.377180099
"MKN7","Pazopanib","MK14_173_185","NR",-0.398534596
"MKN7","Pazopanib","ERBB4_1277_1289","NR",-0.203206182
"HSC-60","Pazopanib","JAK2_563_577","NR",-0.240936041
"58As1","Pazopanib","VGFR2_1052_1064","NR",0.108634472
"MKN1","Pazopanib","LCK_387_399","NR",0.12902315
"MKN7","Pazopanib","EPHB1_921_933","NR",-0.196133256
"HSC-59","Pazopanib","NCF1_313_325","NR",-0.164520502
"SNU-16","Pazopanib","B3AT_39_51","R",-0.531898558
"JR-st","Pazopanib","CDK7_157_169","NR",-0.111155391
"MKN1","Pazopanib","CTNB1_79_91","NR",-0.278446287
"NCI-N87","Pazopanib","LAT_194_206","NR",-0.224189207
"NUGC-4","Pazopanib","EFS_246_258","NR",-0.604039431
"HSC-60","Pazopanib","FAK1_569_581","NR",-0.267220497
"MKN74","Pazopanib","EPHB4_583_595","NR",-0.048831284
"NCI-N87","Pazopanib","K2C8_425_437","NR",-0.109231032
"JR-st","Pazopanib","FGFR1_761_773","NR",-0.379638672
"HSC-59","Pazopanib","CD3Z_116_128","NR",-0.118752897
"MKN1","Pazopanib","DYR1A_312_324","NR",0.186217189
"MKN45","Pazopanib","RASA1_453_465","NR",0.025360266
"IM95","Pazopanib","PP2AB_297_309","NR",-0.212844491
"OCUM-1","Pazopanib","PGFRB_709_721","NR",-0.121584773
"MKN74","Pazopanib","TYRO3_679_691","NR",-0.216944814
"NCI-N87","Pazopanib","EPHB4_583_595","NR",-0.080234013
"44As3","Pazopanib","B3AT_39_51","NR",-0.164948404
"MKN28","Pazopanib","FAK2_572_584","NR",-0.138518646
"MKN1","Pazopanib","EGFR_1190_1202","NR",-0.214455888
"HSC-60","Pazopanib","FER_707_719","NR",-0.586497068
"MKN7","Pazopanib","VGFR2_1046_1058","NR",-0.326757193
"NUGC-4","Pazopanib","PGFRB_1002_1014","NR",-0.520104289
"HSC-40A","Pazopanib","CD3Z_116_128","R",-0.277182519
"OCUM-1","Pazopanib","PAXI_111_123","NR",-0.510232568
"HSC-40A","Pazopanib","RB_804_816","R",-1.101944923
"OKAJIMA","Pazopanib","ERBB2_1241_1253","NR",-0.034758966
"OCUM-1","Pazopanib","PGFRB_771_783","NR",-0.110485315
"NUGC-4","Pazopanib","MK07_211_223","NR",-0.34604466
"SNU-16","Pazopanib","FES_706_718","R",-0.564697027
"MKN7","Pazopanib","VGFR1_1040_1052","NR",-0.411785901
"44As3","Pazopanib","VGFR2_1046_1058","NR",-0.497411132
"MKN74","Pazopanib","NTRK2_696_708","NR",-0.244517565
"IM95","Pazopanib","PLCG1_764_776","NR",-0.60650301
"OKAJIMA","Pazopanib","ZAP70_485_497","NR",-0.056810379
"58As1","Pazopanib","KSYK_518_530","NR",-0.286117315
"IM95","Pazopanib","VGFR2_1052_1064","NR",-0.072648406
"HSC-59","Pazopanib","VGFR2_1168_1180","NR",-0.133417726
"NUGC-4","Pazopanib","ERBB4_1277_1289","NR",-0.096340537
"HSC-44PE","Pazopanib","PLCG1_764_776","NR",-0.691578627
"HSC-59","Pazopanib","VINC_815_827","NR",0.001524031
"OCUM-1","Pazopanib","MK14_173_185","NR",-0.075010777
"IM95","Pazopanib","VGFR1_1206_1218","NR",-0.190818965
"NCI-N87","Pazopanib","PTN11_539_551","NR",-0.087513126
"44As3","Pazopanib","VGFR1_1206_1218","NR",0.007339299
"MKN74","Pazopanib","RON_1346_1358","NR",-0.537819266
"MKN28","Pazopanib","PDPK1_2_14","NR",-0.267910957
"HSC-59","Pazopanib","VGFR2_1052_1064","NR",-0.278678656
"HSC-59","Pazopanib","C1R_199_211","NR",0.107052207
"HSC-45","Pazopanib","C1R_199_211","NR",-0.01967001
"MKN7","Pazopanib","ODBA_340_352","NR",-0.281899333
"SNU-16","Pazopanib","EPHB4_583_595","R",0.218533635
"HSC-45","Pazopanib","PGFRB_1002_1014","NR",-0.398445845
"SNU-16","Pazopanib","PGFRB_771_783","R",-0.248331368
"MKN28","Pazopanib","ZBT16_621_633","NR",0.256988913
"HSC-58","Pazopanib","B3AT_39_51","NR",-0.250578642
"NCI-N87","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.289802223
"HSC-60","Pazopanib","VGFR2_1046_1058","NR",-0.182192445
"HSC-40A","Pazopanib","PGFRB_572_584","R",-0.560006261
"MKN28","Pazopanib","K2C6B_53_65","NR",-0.021772226
"SNU-16","Pazopanib","PGFRB_768_780","R",-0.381404519
"JR-st","Pazopanib","DYR1A_212_224","NR",-0.075639486
"OCUM-1","Pazopanib","CALM_95_107","NR",-0.375833809
"MKN7","Pazopanib","SRC8_CHICK_476_488","NR",-0.776521921
"NUGC-3","Pazopanib","EPOR_419_431","NR",-0.53105557
"MKN1","Pazopanib","MBP_198_210","NR",0.272971004
"NUGC-4","Pazopanib","VGFR2_989_1001","NR",-0.421610236
"NUGC-3","Pazopanib","ACHD_383_395","NR",0.050512552
"OKAJIMA","Pazopanib","PP2AB_297_309","NR",-0.018210649
"MKN28","Pazopanib","ANXA1_14_26","NR",-0.15123336
"HSC-43","Pazopanib","ANXA2_17_29","R",-0.100788832
"HSC-58","Pazopanib","VGFR2_989_1001","NR",-0.343751431
"MKN74","Pazopanib","LAT_194_206","NR",-0.319846153
"HSC-43","Pazopanib","41_654_666","R",-0.449664235
"HSC-58","Pazopanib","ERBB4_1277_1289","NR",-0.294759035
"HSC-39","Pazopanib","CD3Z_116_128","R",-0.02527523
"MKN45","Pazopanib","RET_1022_1034","NR",-0.239595577
"MKN28","Pazopanib","SRC8_CHICK_476_488","NR",-0.343064457
"MKN1","Pazopanib","DCX_109_121","NR",0.173043415
"SNU-16","Pazopanib","41_654_666","R",-0.418319106
"58As1","Pazopanib","C1R_199_211","NR",-0.040137291
"MKN74","Pazopanib","PECA1_706_718","NR",-0.614153743
"HSC-45","Pazopanib","NPT2A_501_513","NR",-0.048680782
"OCUM-1","Pazopanib","NTRK2_696_708","NR",-0.134502649
"HSC-58","Pazopanib","VGFR2_944_956","NR",-0.041936874
"HSC-44PE","Pazopanib","LCK_387_399","NR",-0.346611857
"KATO III","Pazopanib","EGFR_1165_1177","R",-0.866163611
"IM95","Pazopanib","RB_804_816","NR",-0.16469717
"44As3","Pazopanib","VGFR1_1049_1061","NR",0.326125026
"NCI-N87","Pazopanib","KSYK_518_530","NR",-0.188992977
"HSC-43","Pazopanib","PRRX2_202_214","R",-0.598122478
"44As3","Pazopanib","DDR1_506_518","NR",-0.113731742
"HSC-59","Pazopanib","SRC8_CHICK_470_482","NR",-0.240305781
"JR-st","Pazopanib","EPHA7_607_619","NR",-0.56937623
"HSC-44PE","Pazopanib","MK07_211_223","NR",-0.145742178
"NCI-N87","Pazopanib","PAXI_111_123","NR",-0.483767182
"NCI-N87","Pazopanib","FES_706_718","NR",-0.4876903
"OKAJIMA","Pazopanib","VGFR2_1168_1180","NR",-0.158408478
"SNU-16","Pazopanib","PECA1_706_718","R",-0.499248266
"JR-st","Pazopanib","FAK2_572_584","NR",-0.362100482
"MKN7","Pazopanib","RAF1_332_344","NR",-0.336351871
"HSC-45","Pazopanib","SRC8_CHICK_476_488","NR",-0.791305542
"MKN28","Pazopanib","CDK2_8_20","NR",-0.233445004
"58As1","Pazopanib","NTRK2_696_708","NR",-0.069887877
"OCUM-1","Pazopanib","EGFR_1190_1202","NR",-0.377113879
"HSC-60","Pazopanib","LAT_249_261","NR",-0.598124981
"MKN28","Pazopanib","MBP_263_275","NR",0.397251636
"NUGC-3","Pazopanib","PGFRB_1002_1014","NR",-0.359619975
"NUGC-3","Pazopanib","PRRX2_202_214","NR",-0.402916431
"MKN28","Pazopanib","K2C8_425_437","NR",-0.150864601
"SNU-16","Pazopanib","PRRX2_202_214","R",-0.465527892
"JR-st","Pazopanib","CD79A_181_193","NR",-0.583062887
"KATO III","Pazopanib","NPT2A_501_513","R",-0.346101522
"JR-st","Pazopanib","SRC8_CHICK_492_504","NR",-0.403956175
"IM95","Pazopanib","RAF1_332_344","NR",-0.512958765
"MKN74","Pazopanib","CD3Z_146_158","NR",-0.266698599
"MKN45","Pazopanib","PP2AB_297_309","NR",-0.085925341
"OKAJIMA","Pazopanib","SRC8_CHICK_492_504","NR",0.014396985
"HSC-39","Pazopanib","ERBB4_1181_1193","R",-0.205939651
"SNU-16","Pazopanib","EPHA2_765_777","R",-0.325708628
"OCUM-1","Pazopanib","NCF1_313_325","NR",-0.268102288
"MKN45","Pazopanib","FES_706_718","NR",-0.267937511
"HSC-60","Pazopanib","P85A_600_612","NR",-0.628172636
"MKN7","Pazopanib","B3AT_39_51","NR",0.084453821
"HSC-43","Pazopanib","PTN11_539_551","R",-0.458665848
"HSC-58","Pazopanib","EPOR_361_373","NR",-0.312372446
"NUGC-4","Pazopanib","TNNT1_2_14","NR",-0.317970753
"HSC-45","Pazopanib","INSR_992_1004","NR",-0.450977325
"HSC-43","Pazopanib","CBL_693_705","R",-0.346529484
"MKN74","Pazopanib","P85A_600_612","NR",-0.653386593
"58As1","Pazopanib","EGFR_1190_1202","NR",-0.304849386
"MKN45","Pazopanib","PDPK1_369_381","NR",-0.364996284
"HSC-43","Pazopanib","RASA1_453_465","R",-0.471828938
"HSC-60","Pazopanib","PECA1_706_718","NR",-0.768573284
"SNU-16","Pazopanib","CD79A_181_193","R",-0.565243959
"58As1","Pazopanib","AMPE_5_17","NR",-0.005252838
"HSC-58","Pazopanib","VGFR2_1168_1180","NR",-0.266605854
"MKN74","Pazopanib","VGFR1_1326_1338","NR",-0.336466312
"HSC-45","Pazopanib","PLCG1_764_776","NR",-0.781804562
"HSC-39","Pazopanib","PECA1_706_718","R",-0.566978812
"HSC-59","Pazopanib","CALM_95_107","NR",-0.148282588
"HSC-45","Pazopanib","MK07_211_223","NR",-0.370305061
"MKN45","Pazopanib","EPHB1_771_783","NR",-0.263231426
"44As3","Pazopanib","FRK_380_392","NR",-0.745967627
"MKN1","Pazopanib","MK14_173_185","NR",-0.239105627
"HSC-58","Pazopanib","RAF1_332_344","NR",-0.173186302
"44As3","Pazopanib","ANXA2_17_29","NR",-0.421841145
"HSC-44PE","Pazopanib","VGFR2_989_1001","NR",-0.404824018
"MKN45","Pazopanib","EPHA7_607_619","NR",-0.265334129
"SNU-16","Pazopanib","MK10_216_228","R",-0.123898506
"58As1","Pazopanib","SRC8_CHICK_470_482","NR",0.019335866
"MKN45","Pazopanib","FGFR2_762_774","NR",-0.130767658
"HSC-43","Pazopanib","RET_1022_1034","R",-0.275735855
"HSC-40A","Pazopanib","CALM_95_107","R",-0.423014045
"HSC-44PE","Pazopanib","SRC8_CHICK_476_488","NR",-0.639735937
"44As3","Pazopanib","ERBB4_1181_1193","NR",-0.142380476
"OCUM-1","Pazopanib","SRC8_CHICK_470_482","NR",0.163353145
"OKAJIMA","Pazopanib","FRK_380_392","NR",-0.141968012
"OCUM-1","Pazopanib","EPHA7_607_619","NR",-0.243153572
"HSC-43","Pazopanib","FRK_380_392","R",-0.612188816
"MKN7","Pazopanib","EPHA4_589_601","NR",-0.101071835
"JR-st","Pazopanib","VGFR1_1206_1218","NR",0.074339926
"HSC-59","Pazopanib","PDPK1_369_381","NR",-0.274159789
"SNU-16","Pazopanib","TEC_512_524","R",-0.23935771
"HSC-40A","Pazopanib","VGFR1_1326_1338","R",-0.542366266
"NUGC-4","Pazopanib","SRC8_CHICK_470_482","NR",-0.13418442
"IM95","Pazopanib","ACHD_383_395","NR",-0.24550736
"44As3","Pazopanib","SRC8_CHICK_492_504","NR",-0.805917978
"58As1","Pazopanib","PGFRB_709_721","NR",-0.126821041
"HSC-43","Pazopanib","DYR1A_212_224","R",-0.454942584
"HSC-44PE","Pazopanib","MK14_173_185","NR",0.123698473
"SNU-16","Pazopanib","VGFR3_1061_1073","R",-0.391709924
"HSC-40A","Pazopanib","RON_1346_1358","R",-0.496719599
"HSC-44PE","Pazopanib","CRK_214_226","NR",-0.188219786
"MKN74","Pazopanib","FRK_380_392","NR",-0.420422077
"58As1","Pazopanib","JAK1_1015_1027","NR",-0.097939253
"HSC-43","Pazopanib","VGFR1_1049_1061","R",0.118928671
"44As3","Pazopanib","PRRX2_202_214","NR",-0.394417882
"HSC-39","Pazopanib","RET_1022_1034","R",-0.373666763
"HSC-40A","Pazopanib","K2C6B_53_65","R",-0.5060606
"OCUM-1","Pazopanib","CDK2_8_20","NR",-0.395793557
"MKN7","Pazopanib","FES_706_718","NR",-0.764966011
"IM95","Pazopanib","MK14_173_185","NR",-0.065639973
"HSC-44PE","Pazopanib","ERBB4_1181_1193","NR",-0.153833926
"KATO III","Pazopanib","EGFR_1190_1202","R",-0.692545533
"NCI-N87","Pazopanib","ACHD_383_395","NR",-0.165057257
"HSC-43","Pazopanib","PAXI_24_36","R",-0.557784081
"OKAJIMA","Pazopanib","CBL_693_705","NR",-0.070310436
"MKN74","Pazopanib","LAT_249_261","NR",-0.480391502
"HSC-44PE","Pazopanib","PGFRB_1002_1014","NR",-0.61812675
"JR-st","Pazopanib","RB_804_816","NR",-0.150677443
"NUGC-3","Pazopanib","PLCG1_764_776","NR",-0.650859356
"HSC-43","Pazopanib","PP2AB_297_309","R",-0.284161091
"MKN45","Pazopanib","PGFRB_768_780","NR",-0.536714017
"HSC-58","Pazopanib","ZBT16_621_633","NR",-0.286421776
"HSC-40A","Pazopanib","PGFRB_709_721","R",-0.585270405
"MKN1","Pazopanib","DYR1A_212_224","NR",0.069802999
"MKN28","Pazopanib","DYR1A_312_324","NR",-0.058001678
"HSC-40A","Pazopanib","PGFRB_768_780","R",-0.34788096
"HSC-45","Pazopanib","EFS_246_258","NR",-0.935912609
"NCI-N87","Pazopanib","ANXA2_17_29","NR",-0.198690772
"NCI-N87","Pazopanib","NTRK2_696_708","NR",-0.386081308
"58As1","Pazopanib","CALM_95_107","NR",-0.176326275
"MKN28","Pazopanib","ERBB2_1241_1253","NR",-0.040279627
"OCUM-1","Pazopanib","AMPE_5_17","NR",0.021956742
"HSC-45","Pazopanib","VGFR2_1046_1058","NR",-0.136585832
"KATO III","Pazopanib","CRK_214_226","R",-0.268778145
"NUGC-3","Pazopanib","CALM_95_107","NR",-0.164419115
"JR-st","Pazopanib","INSR_992_1004","NR",-0.311781764
"SNU-16","Pazopanib","CBL_693_705","R",-0.403963208
"MKN7","Pazopanib","INSR_992_1004","NR",-0.08787632
"OKAJIMA","Pazopanib","MK12_178_190","NR",0.06508255
"HSC-39","Pazopanib","ERBB2_870_882","R",-0.29731369
"MKN1","Pazopanib","PGFRB_1014_1028","NR",-0.074639797
"HSC-58","Pazopanib","PLCG1_764_776","NR",-0.411379337
"HSC-39","Pazopanib","EPHA4_589_601","R",-0.143851638
"SNU-16","Pazopanib","NTRK1_489_501","R",-0.128137231
"HSC-43","Pazopanib","RON_1346_1358","R",-0.589127421
"MKN45","Pazopanib","EPHA4_589_601","NR",-0.020451626
"HSC-60","Pazopanib","VGFR2_1052_1064","NR",-0.177439809
"NUGC-3","Pazopanib","MBP_198_210","NR",-0.070707798
"JR-st","Pazopanib","NCF1_313_325","NR",-0.182248116
"44As3","Pazopanib","EPOR_361_373","NR",-0.54589355
"OCUM-1","Pazopanib","ERBB2_870_882","NR",-0.305984676
"44As3","Pazopanib","LCK_387_399","NR",-0.463528752
"MKN74","Pazopanib","RAF1_332_344","NR",-0.310197353
"IM95","Pazopanib","FRK_380_392","NR",-0.80870986
"NCI-N87","Pazopanib","PLCG1_764_776","NR",-0.435842514
"44As3","Pazopanib","FAK2_572_584","NR",-0.324536324
"MKN7","Pazopanib","VGFR2_944_956","NR",-0.17203629
"NCI-N87","Pazopanib","TEC_512_524","NR",-0.299448967
"HSC-40A","Pazopanib","MK10_216_228","R",-0.36483252
"HSC-59","Pazopanib","MBP_259_271","NR",-0.158552051
"OKAJIMA","Pazopanib","VGFR1_1206_1218","NR",-0.001295805
"SNU-16","Pazopanib","PGFRB_1002_1014","R",-0.389374375
"NUGC-4","Pazopanib","VGFR2_1052_1064","NR",-0.5005005
"OCUM-1","Pazopanib","EPHB4_583_595","NR",-0.049216628
"IM95","Pazopanib","CD3Z_116_128","NR",-0.590804458
"SNU-16","Pazopanib","K2C6B_53_65","R",-0.250493288
"HSC-40A","Pazopanib","ACHD_383_395","R",-0.233103395
"HSC-44PE","Pazopanib","PDPK1_2_14","NR",-0.111383557
"KATO III","Pazopanib","K2C6B_53_65","R",-0.219209909
"KATO III","Pazopanib","CDK7_157_169","R",-0.230805516
"OCUM-1","Pazopanib","B3AT_39_51","NR",0.038690567
"44As3","Pazopanib","INSR_992_1004","NR",-0.183026433
"NCI-N87","Pazopanib","EPHA2_765_777","NR",-0.353920609
"HSC-44PE","Pazopanib","B3AT_39_51","NR",0.213008285
"MKN74","Pazopanib","PTN11_539_551","NR",-0.134601355
"NCI-N87","Pazopanib","MK10_216_228","NR",-0.017195782
"JR-st","Pazopanib","JAK2_563_577","NR",-0.203214169
"MKN1","Pazopanib","EPHB1_921_933","NR",0.274291903
"58As1","Pazopanib","VGFR2_944_956","NR",-0.150612593
"JR-st","Pazopanib","EGFR_1190_1202","NR",-0.407310784
"NUGC-4","Pazopanib","PTN11_539_551","NR",-0.020232916
"NUGC-3","Pazopanib","TNNT1_2_14","NR",-0.0410254
"HSC-60","Pazopanib","MBP_198_210","NR",-0.17434001
"KATO III","Pazopanib","P85A_600_612","R",-0.796973109
"MKN45","Pazopanib","CTNB1_79_91","NR",0.077614702
